time,gamma_x,gamma_y,gamma_z
380.356608,-4.913546270308751,3.15787401954237,-3.7859217938611076
380.364544,-0.17852593694763103,3.170535806128402,-4.2082870599454365
380.37248,-2.801012656387714,2.191673334602037,-8.607214302561117
380.380416,-10.231030968902578,-0.48329291598516905,-9.824885574532976
380.388352,-11.369249953126669,-0.557269925386835,-6.745814984963638
380.396288,-8.652980070541927,-0.003874528881263,-2.8740123059222613
380.404224,-7.355013836755218,0.3456575060408761,-0.793838904763547
380.41216,-7.379624266524553,0.82583967206278,-0.8609189981367672
380.420096,-7.05515256417741,1.112412621741883,-1.939436762855624
380.428032,-6.116093724717758,1.0961552237617191,-2.664354396076523
380.435968,-5.142533292629556,0.8919403641243191,-2.806532941075901
380.443904,-4.420231496011292,0.555014287046386,-2.8729598080748837
380.45184,-3.9365036280169035,0.31555475019948603,-3.2064996753056514
380.459776,-3.6827205745087546,0.25388941013919,-3.6592809002229716
380.467712,-3.6911428358304263,0.11574156712649199,-4.157029274067487
380.475648,-3.79514878883065,0.134788035335167,-4.48040133056117
380.483584,-3.845279366226186,0.265327661929118,-4.649161287775046
380.49152,-3.8346294112457504,0.498103799642796,-4.920320651247219
380.499456,-3.832828720779974,0.6568106016746229,-5.385800729103056
380.507392,-3.6923390689030313,0.873344331043917,-5.9416845093171595
380.515328,-3.343426642733913,1.087341647282912,-6.443999524570905
380.523264,-3.0010035579627345,1.179712589922866,-6.942672388719772
380.5312,-2.7361729234841334,1.068010775304177,-7.6085502516115415
380.539136,-2.463506954981254,0.907586968878292,-8.463049664288718
380.547072,-2.1120408555229853,0.815990174413009,-9.384200807278678
380.555008,-1.878658337784508,0.7986788760779839,-10.239595988103037
380.562944,-1.940398645427393,0.909543987645445,-10.976712012848434
380.57088,-2.138245218107158,1.176525082420916,-11.676289909572162
380.578816,-2.264022787639658,1.393633368214031,-12.412189481872936
380.586752,-2.426867639310143,1.35807631706669,-13.183834199171882
380.594688,-2.460059951309776,1.239829497362418,-14.09710266336275
380.602624,-2.322401502856895,1.220460991655319,-15.186540699736852
380.61056,-2.362283630056103,1.480225797240427,-16.478229152567774
380.618496,-2.409402716230142,2.151177833900843,-18.00723183946681
380.626432,-1.9445671361994719,2.982679084617913,-19.609201854172145
380.634368,-0.41952808165725103,3.75242135177118,-21.064109832561442
380.642304,2.077968615177799,4.347536343418815,-22.29550433238781
380.65024,4.963695517683728,5.081456262944179,-23.265090844165808
380.658176,7.982541804205557,6.0597856792057625,-23.873634338973517
380.666112,11.195153339839015,7.297052279265041,-24.05089354153411
380.674048,13.099118215069357,8.381806437088407,-23.882980782504585
380.681984,13.736442089092995,8.691344061187914,-23.503672695218267
380.68992,13.947031954439876,8.480442623632094,-22.66087615359311
380.697856,14.851602324720172,8.972938360608422,-21.413540732182085
380.705792,16.86979072160286,10.408916342151297,-19.98053960276129
380.713728,19.74830149043036,12.0461859288748,-18.01252142031222
380.721664,22.102480722003182,13.115889009547127,-15.401137245530608
380.7296,23.87170679414277,13.286352243827658,-12.887255267270074
380.737536,25.647197075835603,12.726804850805467,-11.365827270950632
380.745472,26.612974871392087,11.627778063252645,-10.79631563206738
380.753408,25.72362585098925,10.16444208435001,-10.569312690773476
380.761344,23.526312909597802,8.568737123638153,-10.535313549446617
380.76928,20.8201443436376,7.187176677124151,-10.715962779420812
380.777216,16.506499734365303,6.140151249156022,-11.56065738416891
380.785152,6.430268765030276,4.243456553930568,-16.09603735930763
380.793088,2.192460502695383,-1.800170911831201,-20.876875973434807
380.801024,-11.972248004059221,-11.538422972196292,-17.599008253928538
380.80896,-26.38976943969049,-15.034315154247649,-8.799541667608272
380.816896,-24.062927750143754,-7.067478713997105,-4.504115107607461
380.824832,-9.290093354780515,4.079479842687009,-10.72181606314042
380.832768,5.924080512828628,8.54631373496242,-20.307890421916454
380.840704,9.059368011969893,5.898211487609424,-23.40907206660239
380.84864,6.137449236276761,2.251868651183003,-19.407741220612976
380.856576,9.758780205107463,-0.09162286778467402,-14.388440544536245
380.864512,11.965662593448114,0.41913749816484797,-11.433600015313091
380.872448,5.163076124327934,5.747156850364702,-10.712837484201604
380.880384,1.548905843012057,7.4512602933173575,-12.354711321678556
380.88832,2.1602415026287187,2.9196519885126637,-14.558761348449242
380.896256,-0.10012199714887599,0.8062430493110458,-12.628462832134502
380.904192,-0.080403164809696,2.22630974161977,-8.334598796011253
380.912128,0.552649623405698,3.039271287366424,-7.730654816355692
380.920064,-0.33791976748449104,2.858892175803067,-10.506405082804028
380.928,-0.6850935802497471,2.649620712545955,-11.495711345373495
380.935936,-0.819016935304195,2.110565229434961,-10.339395456141157
380.943872,-1.076555350065274,1.452062297825456,-9.59698548447276
380.951808,-1.330064985706342,1.136575201107005,-9.7137062295926
380.959744,-1.385042326304269,1.033480821546922,-9.90761255599751
380.96768,-1.4237960995911592,1.1129083169344198,-9.898800003675627
380.975616,-1.508344421368857,1.5539903747102681,-9.894152595712429
380.983552,-1.416125426265613,2.0805784429766785,-9.975666861594425
380.991488,-1.100024958633653,2.1807996519303403,-9.951138626618828
380.999424,-0.8481171060329159,2.079389584511781,-9.85987571131017
381.00736,-0.8101229151951529,2.148693578108498,-9.819371892273988
381.015296,-0.9329184783773199,2.4366140904786517,-9.782213528918431
381.023232,-0.9895871692918059,2.677153610149362,-9.644143460212415
381.031168,-0.9415290814198901,2.793451088301293,-9.477491361315591
381.039104,-0.87644170702867,2.79649882252539,-9.436439015654985
381.04704,-0.8934442623443041,2.7052502358076076,-9.53615635820265
381.054976,-0.949804764059174,2.431534442777245,-9.676910244649498
381.062912,-0.9649455371497301,1.998636401475806,-9.760660473838968
381.070848,-0.923946914203846,1.6471334526378159,-9.766881421685708
381.078784,-0.8392738580067609,1.690585438179655,-9.70649928663796
381.08672,-0.7376741425314691,1.942439466225597,-9.729591041965897
381.094656,-0.611830509748068,2.115829213827996,-9.769289605938514
381.102592,-0.48624514234221206,2.227285581511058,-9.738367511400458
381.110528,-0.548123578763432,2.439982684101113,-9.6955300005662
381.118464,-0.543434404914372,2.3519542615469216,-9.693432805407005
381.1264,-0.46935984100954203,2.168225483832614,-9.657684257759822
381.134336,-0.48039787657296895,2.1732042372167433,-9.655533177743061
381.142272,-0.57617432050615,2.353990256534871,-9.668397534667836
381.150208,-0.6621447336110791,2.4347325381241594,-9.642881439118261
381.158144,-0.567483329227576,2.390360113319277,-9.661384380836026
381.16608,-0.374052107542754,2.3613044260002254,-9.693500697818909
381.174016,-0.22304405129711,2.433713252319984,-9.589063523836828
381.181952,-0.365822848240813,2.4261745198999,-9.494884829900665
381.189888,-0.45491920286539206,2.0571763473734186,-9.69982002246065
381.197824,-0.387808694303957,1.7841195089131048,-9.886101321276984
381.20576,-0.331419907337287,1.9677261197287619,-9.82025476171858
381.213696,0.040336139099236,2.589449284205347,-9.492584289690138
381.221632,0.062910685493275,2.972548835629084,-9.597801994637011
381.229568,-0.283458975296719,2.7327590925737244,-10.172602392834976
381.237504,-0.7492724928939379,1.8329718037738558,-10.725833485901418
381.24544,-0.6353658726690439,1.134893334293468,-10.801447933418174
381.253376,-0.5017916544826161,1.087958746169643,-10.613435469538604
381.261312,-0.53051062271044,1.155724721232946,-10.688701429185244
381.269248,-0.8122512618277109,0.8465955168606609,-11.20624945056183
381.277184,-1.0542551371611641,0.34360948271028197,-11.71677437836884
381.28512,-1.188853485868893,0.10017064689104101,-12.194653222913225
381.293056,-1.2272344518487108,0.180211448506965,-12.432028709721033
381.300992,-1.273075207409008,0.250200207867244,-12.4123328448932
381.308928,-1.303884041527115,-0.08694667123329401,-12.457354355693614
381.316864,-1.4119023915251532,-0.7058452526486991,-12.833037251989415
381.3248,-1.4928196867033392,-1.02900463319217,-13.398445696670606
381.332736,-1.6475519962404268,-0.569706459663588,-13.919596546654649
381.340672,-1.80532256982745,0.5077350283473859,-14.26365407236498
381.348608,-1.9948875762098242,1.4646803176749752,-14.647047235267987
381.356544,-2.2536616072127234,1.7191858324691103,-15.279973392222436
381.36448,-2.971917724509119,1.6482080321878618,-16.416499718628735
381.372416,-4.297546044748081,2.068444298581342,-17.755242787672362
381.380352,-5.589141720662234,3.2210356951691783,-18.220452311477388
381.388288,-5.946440785958202,3.667767901207357,-17.8996806205383
381.396224,-6.103858130303961,2.4167209221232997,-18.3369084759277
381.40416,-7.319218992114235,1.333703861778259,-20.020417905094504
381.412096,-8.890232904918541,1.7303762493421633,-20.798676577985376
381.420032,-9.46925246532366,3.031053518380066,-19.537226315046393
381.427968,-9.52114819341118,5.1386795298333485,-17.673047855372275
381.435904,-6.376868646630123,7.686724905171312,-16.830380314310155
381.44384,-0.457596667732818,6.818592745759451,-18.124735812443415
381.451776,1.33768741141733,3.946591071122489,-19.56966261133661
381.459712,-1.637493945663095,3.566720137864903,-19.41973923051087
381.467648,-2.8564092824846536,4.918877379471437,-18.46006112572681
381.475584,-1.8098954505915639,6.298851490836495,-17.86308846640549
381.48352,-2.9089087528936064,4.937459122709632,-17.884270317852707
381.491456,-3.226323333678875,3.945639330137123,-17.006682668865153
381.499392,-1.622415705410104,4.2788006541253765,-15.161085907955439
381.507328,-1.037614446000963,3.7710363349831586,-13.070780397586994
381.515264,-2.413545330858421,4.376515250061311,-8.18975008618971
381.5232,-2.9407859677107417,3.137428443843878,-2.7014119603791498
381.531136,-0.421658130016024,3.1521128333298982,-3.630259587671935
381.539072,-4.089454416789792,2.8988314807651365,-7.792611833941801
381.547008,-10.785832534887929,0.413091380239948,-8.75172668695747
381.554944,-11.999133172213604,-0.19863660651673198,-6.0352365439029745
381.56288,-9.318554034662073,-0.20460322830405303,-2.607178088872722
381.570816,-7.772727445674501,-0.229263757508869,-0.546457344348082
381.578752,-7.336744180889182,0.129457490187445,-0.302275144100401
381.586688,-6.670989249628938,0.577231664050156,-1.093996513620473
381.594624,-5.784377548556107,0.7465275052518829,-1.883733811393694
381.60256,-5.0513004441762135,0.730088369571415,-2.334103518493753
381.610496,-4.510211356097352,0.6112824005484829,-2.6536237157927998
381.618432,-4.118807749441285,0.423261753788739,-2.999220386306622
381.626368,-3.81441723463371,0.197260134319756,-3.480069635353523
381.634304,-3.6523484001525754,0.06181155426676401,-4.077342995999252
381.64224,-3.5641945592437816,0.07560006081497,-4.553065254817104
381.650176,-3.5016148109186185,0.099240022584727,-4.843276970871521
381.658112,-3.4550790079330964,0.32350500229552503,-5.10018322850804
381.666048,-3.407520630755564,0.5616368479915961,-5.484844930513528
381.673984,-3.291113801045139,0.7969879604765459,-6.012266694567393
381.68192,-3.063132639313707,1.1274143690558078,-6.6410970234456155
381.689856,-2.8017920207541156,1.44421129724467,-7.338182552478834
381.697792,-2.517678878996056,1.5539021206720969,-8.119133537131988
381.705728,-2.229380182676488,1.565280800896574,-9.018459409379725
381.713664,-2.02701945886056,1.5268355248814691,-9.944038498735214
381.7216,-1.8840927226379698,1.565958350367665,-10.843370257864363
381.729536,-1.798117330236415,1.685634668591394,-11.557388703749073
381.737472,-1.916784405616936,1.9206075962172842,-12.072442203743002
381.745408,-2.058668893496674,2.132029188402294,-12.64593849269768
381.753344,-2.240591815396391,2.107364883636288,-13.569450845607806
381.76128,-2.350380942165748,2.036286668686837,-14.949955097323098
381.769216,-2.540102628027212,2.3613968645406342,-16.75064950883303
381.777152,-2.586134863024829,3.324214922063395,-18.71987384064064
381.785088,-1.965184300885404,4.827157137545278,-20.504406705777768
381.793024,-0.606435354591431,6.4192828278475424,-21.864230717909187
381.80096,1.538013128630067,7.569461417756486,-22.802419726750678
381.808896,4.460416871593426,7.5401209033689405,-23.241002622527603
381.816832,6.9152262855595374,7.471593709052992,-23.379435398273163
381.824768,9.189427865185868,8.206474067983375,-23.679191165080557
381.832704,10.054261086073252,9.064899814211797,-23.805900019475605
381.84064,9.984956251549864,8.887897537746069,-23.96008672813061
381.848576,10.586444339300048,8.124673918243058,-23.997421274532496
381.856512,12.6190407601211,8.440290013241809,-23.258668517287852
381.864448,16.12598783061659,9.889603653410873,-21.72982911611003
381.872384,20.48291269047272,11.9644774790196,-19.31175897151844
381.88032,24.087413667676447,12.978185632375734,-15.951757452136555
381.888256,25.790166480974477,12.829550735007384,-12.783664283716352
381.896192,26.47863025030298,12.055226071044354,-10.915077992363294
381.904128,26.53302275913138,10.901712187305408,-10.324006332074807
381.912064,25.480585097327552,9.581245166067298,-10.575328458804227
381.92,23.752118981645694,8.008308299536495,-11.176248238259141
381.927936,22.149220577226647,6.384516113722378,-11.712160481392026
381.935872,20.024053074259708,5.384680882142222,-12.186114734723528
381.943808,15.333137967540027,4.706437921463012,-13.305593856222234
381.951744,2.180563548842312,3.014457848650889,-18.257054979768046
381.95968,-12.722280375953364,-5.536979955645921,-23.395750250466037
381.967616,-28.396552439424987,-15.489855457648847,-16.488758791060967
381.975552,-34.81435888394454,-17.307283583736087,-2.904593782592495
381.983488,-23.487110605765558,-8.337361973991825,-1.4174981331164072
381.991424,-2.360813658956155,3.965348944030409,-12.397030412758827
381.99936,8.384485951067202,6.229220462648742,-21.381257871922553
382.007296,9.280687068769463,2.3432413250536106,-22.905187980628227
382.015232,10.139264615788177,0.8571461139318609,-19.22242508854261
382.023168,14.553179787057207,-0.7314737052952209,-15.152190728884465
382.031104,11.427604979666386,0.6629971380952979,-11.987001904975187
382.03904,1.054764284563647,7.536676710494883,-10.215052724765318
382.046976,-0.347032262836143,8.765846285008859,-11.560161607161259
382.054912,2.4634642152550046,2.64876555136745,-14.391625757188859
382.062848,0.390872139312836,0.928607434556015,-12.7881383037724
382.070784,0.18457453804064397,3.138686002702056,-8.38563464591104
382.07872,0.9851379551717231,4.23006546724443,-7.733269915624766
382.086656,0.368739288062569,3.7880268579862704,-10.703800452794098
382.094592,-0.271779398328536,3.0572634348823815,-11.83440614891214
382.102528,-0.196041309109184,2.1014356050725516,-10.475391671672476
382.110464,-0.39745058246274606,0.7840944402522578,-9.658709339578753
382.1184,-1.1272274886766909,-0.023702865710140002,-9.917841962927305
382.126336,-1.482451599820011,0.053764794696375004,-10.080698906275039
382.134272,-1.440165534169169,0.644496608655553,-9.896091142728556
382.142208,-1.3799017314837152,1.4747658020067542,-9.746238675585099
382.150144,-1.147917267779615,1.751623111888733,-9.82751962936648
382.15808,-0.7321423139160329,1.468077536118421,-9.97636616302659
382.166016,-0.306969565755487,1.490172012192173,-10.110568000660187
382.173952,-0.19529783268324,1.85759061967908,-10.167872636201114
382.181888,-0.362983362219215,2.424022406541141,-10.051650457715732
382.189824,-0.752210063981241,2.7971446029016542,-9.862884531479178
382.19776,-1.143109025013494,2.999389966225073,-9.67891827971676
382.205696,-1.6209155810973992,3.036962974659828,-9.485446627671957
382.213632,-2.0075426084293593,2.8688427355954182,-9.323552208762568
382.221568,-2.0132593402066092,2.525767423573273,-9.294328888990613
382.229504,-1.733108109408229,2.4001132292705685,-9.434791192768676
382.23744,-1.406438519325897,2.539752538322916,-9.569147255086914
382.245376,-1.2229052479158058,2.777429391124941,-9.551866100366992
382.253312,-1.083843621699752,2.9242377176175203,-9.523138935506775
382.261248,-1.013179888344346,2.8599446322620965,-9.536990458201526
382.269184,-0.980692384611749,2.740887834978522,-9.557882091080312
382.27712,-0.868127624062622,2.54375642852776,-9.568832492661812
382.285056,-0.6811748177508101,2.329312577556924,-9.589379103372368
382.292992,-0.9198630281624591,2.168172818228715,-9.65651245046051
382.300928,-0.767569693270461,1.9629015311531819,-9.627734673325143
382.308864,-0.856414440545511,1.8844185697432267,-9.551865755232658
382.3168,-0.9104434025555579,1.927512611774976,-9.597675219310066
382.324736,-0.8165925065814421,1.919823316181989,-9.598955867293233
382.332672,-0.7438479880065342,1.8420858261708017,-9.601747803674108
382.340608,-0.729624363580864,1.8775353269236952,-9.590751993316086
382.348544,-0.580230602226139,1.927087345817644,-9.492380913838325
382.35648,-0.499227976143106,2.019164912260446,-9.484504356206523
382.364416,-0.575583692699937,2.2981706857213378,-9.454592130586068
382.372352,-0.7448859377578041,2.651481743360935,-9.522888749515158
382.380288,-0.598759425464441,2.676285082941821,-9.71098338612542
382.388224,-0.35267796657071004,2.725641563508116,-9.936527423175695
382.39616,-0.565140104142217,2.6584816502907995,-10.240625411811688
382.404096,-0.848110554526162,2.280872466267687,-10.598095565581387
382.412032,-1.196536658659145,1.823322651802828,-10.851678567371303
382.419968,-0.861463138589175,1.45399546810504,-10.707929596664199
382.427904,-0.576782477541223,1.3547175272511067,-10.485979874773053
382.43584,-0.87999669426143,1.1118809717513503,-10.830368865225854
382.443776,-1.150701856036684,0.781730268167118,-11.230874045860947
382.451712,-1.4092766530137368,0.6725004461554099,-11.662265486097764
382.459648,-1.3577758002170899,0.8957669485365211,-12.059433042844885
382.467584,-1.394449793682421,1.080362482111439,-12.1509308921324
382.47552,-1.4162110575521032,0.931362638683896,-12.158968836889606
382.483456,-1.400542222750421,0.34793155776237605,-12.306137553117207
382.491392,-1.361371329544617,-0.26262625301014697,-12.607758380768432
382.499328,-1.366922349232147,-0.405958594599202,-13.071569677491105
382.507264,-1.669348868127928,0.140942344892956,-13.653280213954833
382.5152,-1.9736808095129832,1.0804808251446059,-14.025074473293135
382.523136,-2.1889034859445737,1.9215810935965059,-14.276733192179973
382.531072,-2.4966592130910983,2.11017287941049,-14.89248453791264
382.539008,-3.221813614005288,1.8616931431644,-16.190627909539533
382.546944,-4.465013132164693,2.3099923649521745,-17.658459024087115
382.55488,-5.582193650619208,3.48811166011789,-18.071484014649208
382.562816,-6.045067585068088,3.836158174238534,-17.618380181657766
382.570752,-6.37060078688933,2.719751782512932,-18.107562290130048
382.578688,-7.558975423210469,1.9995054672961883,-19.456188271861546
382.586624,-8.837995297576137,2.296376328654214,-19.66193538746423
382.59456,-9.551448287175367,3.240396595796346,-18.344981517819086
382.602496,-8.299882112110032,5.327636542618639,-16.472398796268227
382.610432,-4.483378147409893,7.342811744754161,-15.446986609700994
382.618368,0.712513476624079,6.310660064070611,-16.315796487829758
382.626304,3.0520507450056136,3.6915845984567364,-17.960200122444448
382.63424,0.505618972139332,3.1050178238049986,-18.445854021598638
382.642176,-2.470034877825152,3.350859720433792,-17.85393392159082
382.650112,-1.739345235718696,4.2847921348435785,-16.862332671303268
382.658048,-2.72474259719535,3.273454823829245,-16.46407035692593
382.665984,-3.3999177279788517,2.5765227077408857,-15.539745588975348
382.67392,-1.196313229103636,3.794052296733817,-14.105526729362055
382.681856,-0.52894286008782,4.42119462475915,-12.747210434933415
382.689792,-2.258247078500806,4.637062463671228,-9.637010950341356
382.697728,-3.8069590847633434,4.005850785969903,-4.834470255376232
382.705664,-2.3987652082559268,3.0965236298210312,-3.269907214309774
382.7136,-2.665536357922667,2.9873907456942117,-5.633747692222498
382.721536,-6.287552022287652,1.1535630600107452,-7.167201820955943
382.729472,-8.722554328630851,0.04735092902815099,-6.017457589390367
382.737408,-8.904098909157263,-0.125126735525215,-3.986963339873125
382.745344,-8.00379632307775,-0.10941279313187,-2.294792388137599
382.75328,-7.362177857836121,-0.00010997047528799998,-1.2401571766231008
382.761216,-6.824928863827631,0.30367163375471695,-1.009938859199323
382.769152,-6.262099541643399,0.630523128071138,-1.540454866737049
382.777088,-5.70783542987238,0.551291184342687,-2.4091191683449606
382.785024,-5.072956678990785,0.323513482824089,-3.126814113923887
382.79296,-4.471486835920722,0.13854405424726599,-3.570255665100265
382.800896,-3.928466504508814,0.060933635135961,-3.978290437242967
382.808832,-3.468474728753407,0.033096525822539,-4.397036182362586
382.816768,-3.053916592629022,0.029391596678367,-4.7482789988852945
382.824704,-2.853591301026599,0.22418109330041502,-5.058099940152512
382.83264,-2.8368719041023964,0.40819866739844896,-5.421230226427264
382.840576,-2.8351499207803683,0.556205659605602,-5.951342637737192
382.848512,-2.806396080411504,0.717399479614255,-6.599259138591131
382.856448,-2.7458276444287932,0.8904274262021519,-7.229925859390257
382.864384,-2.68535092990839,1.071130377807866,-7.829334734167412
382.87232,-2.542489578638908,1.209937062141156,-8.543282499807876
382.880256,-2.286368498888296,1.2460574900749009,-9.365807704372607
382.888192,-2.0333293831716888,1.212758596341352,-10.206820735546028
382.896128,-1.8176123968156002,1.213174017743925,-11.074238490310528
382.904064,-1.6813379301148033,1.283389788854979,-11.895606791184216
382.912,-1.6562027313982082,1.41969445697042,-12.646765048882283
382.919936,-1.777017312774956,1.365243111597153,-13.378468960074176
382.927872,-1.8934818639697693,1.0051250435615529,-14.200358956336308
382.935808,-1.938579332115564,0.5711368073352869,-15.300951063574235
382.943744,-2.204259797414641,0.502764578404995,-16.646319536883286
382.95168,-2.618339402706737,1.088532650147226,-18.100412637475397
382.959616,-2.542113676774933,2.254010902104147,-19.550138192636727
382.967552,-1.7252260334061318,3.5883008059740464,-20.802450649742536
382.975488,0.036395738834286,4.534316726901034,-21.790183618023406
382.983424,2.7626647907840383,4.62517679835803,-22.40452652386129
382.99136,5.297625716281732,4.6862302182811675,-22.526483596392413
382.999296,6.899193299761523,5.307454251781013,-22.446608887433385
383.007232,7.617444978824737,6.009501472511207,-22.351799698369454
383.015168,8.0674433706482,6.3299797177474115,-22.507844391078468
383.023104,8.876671270312771,6.250759908825666,-22.740049801390608
383.03104,10.384144778946613,6.355066564572371,-22.61156641782659
383.038976,13.208220851663654,6.840925494611487,-21.914285812135947
383.046912,17.133652517613115,8.163896759394765,-20.332970460139922
383.054848,20.178561682573875,9.726765020556087,-17.523133705191064
383.062784,21.486038663798347,10.901455637543616,-14.41445790889109
383.07072,22.837868861233034,11.261853904917475,-12.423883583608351
383.078656,23.92583096529368,10.703090647980853,-11.43981488158191
383.086592,23.932854825453358,9.500090030386458,-10.988643436957743
383.094528,23.000013569390486,8.274764911915442,-10.928124845062658
383.102464,21.863372091908847,7.240313032956027,-11.252312747915942
383.1104,20.06731941891465,6.089634583752479,-11.725737216228234
383.118336,17.703010415863716,5.438497189109441,-12.259601118019892
383.126272,15.007584466277043,4.981437731450988,-12.705532477555511
383.134208,9.725943890915506,4.4647984023474905,-13.759751973067658
383.142144,-4.248195166162352,2.470500655397468,-18.57021219013264
383.15008,-17.76956014704243,-4.656831481298254,-19.85300822710433
383.158016,-30.71666387347245,-11.43718360474689,-10.849357964251249
383.165952,-31.95440112272823,-11.199942877012408,-1.041781418687445
383.173888,-17.344095040076105,-4.737322463587792,-3.131707807596396
383.181824,1.772664061948809,3.6660338818894904,-13.413873933647714
383.18976,7.916925824090043,7.417624074703853,-20.52647180817863
383.197696,8.030230590920786,4.849821544038488,-21.48008606810127
383.205632,10.264201385003824,2.9932399809758263,-18.470330594558085
383.213568,11.680187127627807,0.630887040328171,-15.143389266650775
383.221504,8.642226533638286,-0.9911868105124709,-12.822930628091084
383.22944,0.416819805183046,0.3846644434999029,-10.547799432648562
383.237376,-4.68388624687228,2.314111250914272,-8.895682163021906
383.245312,-4.467057340286684,3.746828680658022,-8.48737253006562
383.253248,-2.11192764361807,7.0442048698543624,-9.204851085202318
383.261184,1.243258823692787,7.541643470118832,-11.042391262858212
383.26912,3.145470569348655,4.983233849248573,-12.491577559102412
383.277056,2.493751303126398,3.326748534326468,-11.91666682460466
383.284992,1.157689345775002,2.1561959066692458,-10.508704051101217
383.292928,0.183646457956018,1.645173150319674,-9.995537590031457
383.300864,-0.573086919492343,1.57331371586666,-10.380723469054585
383.3088,-0.549723261899108,1.0823567010755308,-10.489199576840646
383.316736,-0.35237607406028704,0.37046181075731105,-10.05717651617093
383.324672,-0.368831094774321,0.42295763501782796,-9.908307815718038
383.332608,-0.7729589444231559,1.039879731023774,-10.028756205812915
383.340544,-1.089152490706756,1.5869102093243017,-9.985016461415814
383.34848,-1.2436645381306308,1.841522683940254,-9.752745722484713
383.356416,-1.120990915968285,2.012285268118406,-9.655447376425666
383.364352,-0.618707486747225,2.113347663995235,-9.74906162666072
383.372288,-0.183004195283922,2.18151986262844,-9.822116439591456
383.380224,-0.076300814458697,2.252793582631965,-9.870175991628788
383.38816,-0.32137619964589,2.462614373642722,-9.845736583087746
383.396096,-0.700670560738079,2.693004334084546,-9.722432084466867
383.404032,-1.1643533436532811,2.734527938372237,-9.549762186726747
383.411968,-1.515995101113721,2.801259655621271,-9.405782928406484
383.419904,-1.563867886499195,2.6909193313786144,-9.340741055809383
383.42784,-1.3864209866721842,2.2756140762659,-9.427922416816608
383.435776,-1.019150921378379,1.9955877548176921,-9.546652671641995
383.443712,-0.7965119592847439,1.9943266229453034,-9.56510983102811
383.451648,-0.7911011735881279,2.1997789222888913,-9.606493759199607
383.459584,-0.794963239213562,2.4297563223291108,-9.678610636987852
383.46752,-0.716917472303024,2.6149698443199503,-9.677245610411717
383.475456,-0.740294780775672,2.83589613419402,-9.644222047210416
383.483392,-0.8830805903667169,2.925317515013199,-9.535211216522246
383.491328,-1.063632650327577,2.95660117761288,-9.41275989689342
383.499264,-1.080065387088869,2.917299342065788,-9.43187127674835
383.5072,-0.954395166537558,2.8075110953374285,-9.53730951901836
383.515136,-0.969002693243863,2.618767408119102,-9.599914421563296
